time,temp_f,cloud,humidity,wind_speed,wind_dir,pressure_hpa,uv_index,wind_u,wind_v,dewpoint_f
2026-06-09 00:53:00,83.0,0.45,0.7440000000000001,11.5078,100.0,1018.4,0.0,-11.332970660113888,1.9983084989555004,74.01720749831972
2026-06-09 01:53:00,82.0,0.75,0.7431,11.5078,90.0,1018.9,0.0,-11.5078,-7.046495217613957e-16,73.01766783583957
2026-06-09 02:53:00,82.0,0.75,0.7431,9.20624,90.0,1019.4,0.0,-9.20624,-5.637196174091164e-16,73.01766783583957
2026-06-09 03:53:00,82.0,0.75,0.7684000000000001,8.05546,110.0,1019.6,0.0,-7.569656319036054,2.755129583754192,74.01388020353174
2026-06-09 04:53:00,82.0,0.75,0.7684000000000001,6.904679999999999,90.0,1019.4,0.0,-6.904679999999999,-4.2278971305683726e-16,74.01388020353174
2026-06-09 05:53:00,81.0,0.75,0.7938,5.7539,100.0,1019.0,0.0,-5.666485330056943,0.9991542494777502,74.01408892629077
2026-06-09 06:53:00,80.0,0.75,0.82,6.904679999999999,90.0,1018.4,0.0,-6.904679999999999,-4.2278971305683726e-16,74.00886321088278
2026-06-09 07:53:00,80.0,0.75,0.82,3.4523399999999995,120.0,1018.0,0.0,-2.9898141425011686,1.726169999999999,74.00886321088278
2026-06-09 08:53:00,80.0,0.75,0.82,3.4523399999999995,120.0,1018.0,0.0,-2.9898141425011686,1.726169999999999,74.00886321088278
2026-06-09 09:53:00,79.0,0.75,0.8473,3.4523399999999995,90.0,1018.5,0.0,-3.4523399999999995,-2.1139485652841863e-16,74.0078985494042
2026-06-09 10:53:00,80.0,0.2,0.8479000000000001,0.0,0.0,1018.9,0.0,-0.0,-0.0,75.0085694974459
2026-06-09 11:53:00,82.0,0.2,0.8214,3.4523399999999995,50.0,1019.0,0.0,-2.6446458727573723,-2.219121376425227,76.01098899624982
2026-06-09 12:53:00,84.0,0.2,0.7701,4.60312,120.0,1019.4,0.0,-3.986418856668225,2.301559999999999,76.0151933042001
2026-06-09 13:53:00,84.0,0.75,0.7448999999999999,3.4523399999999995,60.0,1019.4,0.0,-2.989814142501168,-1.7261700000000002,75.01692634333448
2026-06-09 14:53:00,85.0,0.75,0.7214,5.7539,90.0,1019.5,0.0,-5.7539,-3.5232476088069783e-16,75.01875165855098
2026-06-09 15:53:00,86.0,0.75,0.6758,6.904679999999999,50.0,1019.7,0.0,-5.289291745514745,-4.438242752850454,74.02342349310938
2026-06-09 16:53:00,88.0,0.75,0.6559,9.20624,90.0,1019.5,0.0,-9.20624,-5.637196174091164e-16,75.03028228049547
2026-06-09 17:53:00,88.0,0.45,0.6343,12.65858,90.0,1019.1,0.0,-12.65858,-7.751144739375352e-16,74.02965240658142
2026-06-09 18:53:00,87.0,0.45,0.6769,17.261699999999998,80.0,1018.6,0.0,-16.99945599017083,-2.9974627484332523,75.02392677091851
2026-06-09 19:53:00,88.0,0.2,0.6134000000000001,11.5078,100.0,1018.2,0.0,-11.332970660113888,1.9983084989555004,73.03263302896464
2026-06-09 20:53:00,86.0,0.45,0.6319,13.809359999999998,100.0,1017.6,0.0,-13.599564792136665,2.3979701987466004,72.02894694522008
2026-06-09 21:53:00,85.0,0.75,0.6306,14.96014,90.0,1017.7,0.0,-14.96014,-9.160443782898142e-16,71.02428729260102
2026-06-09 22:53:00,84.0,0.45,0.6736,13.809359999999998,80.0,1017.5,0.0,-13.599564792136665,-2.3979701987466018,72.0230818786002
2026-06-09 23:53:00,83.0,0.45,0.7193999999999999,12.65858,100.0,1017.7,0.0,-12.466267726125276,2.1981393488510506,73.01671436330147
2026-06-10 00:53:00,83.0,0.75,0.7193999999999999,11.5078,100.0,1017.8,0.0,-11.332970660113888,1.9983084989555004,73.01671436330147
2026-06-10 01:53:00,82.0,0.75,0.7684000000000001,12.65858,100.0,1018.3,0.0,-12.466267726125276,2.1981393488510506,74.01388020353174
2026-06-10 02:53:00,83.0,0.75,0.7193999999999999,11.5078,100.0,1018.5,0.0,-11.332970660113888,1.9983084989555004,73.01671436330147
2026-06-10 03:53:00,82.0,0.45,0.7684000000000001,11.5078,110.0,1018.3,0.0,-10.813794741480075,3.93589940536313,74.01388020353174
2026-06-10 04:53:00,82.0,0.45,0.7684000000000001,9.20624,120.0,1017.7,0.0,-7.97283771333645,4.603119999999998,74.01388020353174
2026-06-10 05:53:00,81.0,0.2,0.7938,8.05546,120.0,1017.1,0.0,-6.976232999169395,4.027729999999998,74.01408892629077
2026-06-10 06:53:00,81.0,0.2,0.7938,6.904679999999999,100.0,1016.3,0.0,-6.799782396068332,1.1989850993733002,74.01408892629077
2026-06-10 07:53:00,81.0,0.2,0.8207,9.20624,110.0,1015.9,0.0,-8.651035793184061,3.148719524290504,75.00985662933583
2026-06-10 08:53:00,81.0,0.75,0.8207,8.05546,100.0,1015.7,0.0,-7.933079462079721,1.3988159492688503,75.00985662933583
2026-06-10 09:53:00,81.0,0.75,0.8207,6.904679999999999,100.0,1016.0,0.0,-6.799782396068332,1.1989850993733002,75.00985662933583
2026-06-10 10:53:00,81.0,0.45,0.8207,9.20624,100.0,1016.4,0.0,-9.066376528091109,1.5986467991644002,75.00985662933583
2026-06-10 11:53:00,82.0,0.75,0.7684000000000001,12.65858,100.0,1017.0,0.0,-12.466267726125276,2.1981393488510506,74.01388020353174
2026-06-10 12:53:00,83.0,0.75,0.7440000000000001,13.809359999999998,100.0,1017.7,0.0,-13.599564792136665,2.3979701987466004,74.01720749831972
2026-06-10 13:53:00,84.0,0.75,0.7204,16.11092,90.0,1018.0,0.0,-16.11092,-9.865093304659538e-16,74.01763247347755
2026-06-10 14:53:00,85.0,0.75,0.6977,13.809359999999998,90.0,1017.9,0.0,-13.809359999999998,-8.455794261136745e-16,74.02060746441859
2026-06-10 15:53:00,85.0,0.75,0.6747,13.809359999999998,100.0,1018.2,0.0,-13.599564792136665,2.3979701987466004,73.02314204612802
2026-06-10 16:53:00,86.0,0.75,0.6535,13.809359999999998,110.0,1018.0,0.0,-12.976553689776091,4.723079286435756,73.02494928296662
2026-06-10 17:53:00,87.0,0.75,0.6331,13.809359999999998,100.0,1017.6,0.0,-13.599564792136665,2.3979701987466004,73.02917868219728
2026-06-10 18:53:00,87.0,0.45,0.6121,13.809359999999998,120.0,1017.1,0.0,-11.959256570004674,6.904679999999996,72.02957053655703
2026-06-10 19:53:00,84.0,0.45,0.6736,11.5078,100.0,1016.5,0.0,-11.332970660113888,1.9983084989555004,72.0230818786002
2026-06-10 20:53:00,84.0,0.2,0.6511,11.5078,120.0,1015.6,0.0,-9.966047141670565,5.753899999999997,71.02058643060056
2026-06-10 21:53:00,83.0,0.2,0.6724,12.65858,100.0,1015.7,0.0,-12.466267726125276,2.1981393488510506,71.01886345047951
2026-06-10 22:53:00,83.0,0.2,0.6281,11.5078,100.0,1015.7,0.0,-11.332970660113888,1.9983084989555004,69.02040152168966
2026-06-10 23:53:00,82.0,0.2,0.6713,8.05546,90.0,1016.5,0.0,-8.05546,-4.932546652329769e-16,70.01925539416612
2026-06-11 00:53:00,81.0,0.2,0.6934,8.05546,100.0,1016.8,0.0,-7.933079462079721,1.3988159492688503,70.01564264070129
2026-06-11 01:53:00,81.0,0.75,0.6934,6.904679999999999,110.0,1017.3,0.0,-6.488276844888046,2.361539643217878,70.01564264070129
2026-06-11 02:53:00,80.0,0.75,0.7164,6.904679999999999,120.0,1017.3,0.0,-5.979628285002337,3.452339999999998,70.01516113930732
2026-06-11 03:53:00,81.0,0.75,0.7173999999999999,5.7539,130.0,1017.0,0.0,-4.407743121262287,3.698535627375379,71.01547923109995
2026-06-11 04:53:00,80.0,0.45,0.7667,3.4523399999999995,120.0,1016.6,0.0,-2.9898141425011686,1.726169999999999,72.01324406302646
2026-06-11 05:53:00,79.0,0.75,0.7658,4.60312,100.0,1016.0,0.0,-4.533188264045554,0.7993233995822001,71.01125615639256
